Page #,Page Name,URL,Page Type,Parent Page,Template,Content Source,Tier / Priority,Primary CTA,Secondary CTA,Section #,Section Name,Section Purpose / Intent,Internal Links From This Section,Notes
9,Find Boogies — Locator Index,/find-boogies,Static index,/,Locator,CMS Outlet collection,Tier 2,Find your nearest Tasty Point,No Tasty Point near you? Become one,9.7,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
10,Locator District Template,/find-boogies/[district],Dynamic Template,/find-boogies,Locator District,CMS Outlet entries filtered by district,Tier 2,Get directions,No Tasty Point near you? Become one,10.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
10,Locator District Template,/find-boogies/[district],Dynamic Template,/find-boogies,Locator District,CMS Outlet entries filtered by district,Tier 2,Get directions,No Tasty Point near you? Become one,10.2,Breadcrumb,Hierarchical path back to the locator index.,/find-boogies,—
10,Locator District Template,/find-boogies/[district],Dynamic Template,/find-boogies,Locator District,CMS Outlet entries filtered by district,Tier 2,Get directions,No Tasty Point near you? Become one,10.3,District hero,Names the town in plain language for local search intent and confirms the visitor is in the right place.,—,Correct spelling per official district names.
10,Locator District Template,/find-boogies/[district],Dynamic Template,/find-boogies,Locator District,CMS Outlet entries filtered by district,Tier 2,Get directions,No Tasty Point near you? Become one,10.4,Outlet list,Structured outlet data with addresses and directions — the deliverable that makes the locator real and which requires a field data-collection workstream to exist at all.,external: map directions,Schema: LocalBusiness per outlet. Phased data collection.
10,Locator District Template,/find-boogies/[district],Dynamic Template,/find-boogies,Locator District,CMS Outlet entries filtered by district,Tier 2,Get directions,No Tasty Point near you? Become one,10.5,Adjacent districts,Lateral discovery for a consumer near a district boundary.,/find-boogies/[district] x3,"Corridor adjacency, not alphabetical."
10,Locator District Template,/find-boogies/[district],Dynamic Template,/find-boogies,Locator District,CMS Outlet entries filtered by district,Tier 2,Get directions,No Tasty Point near you? Become one,10.6,Become a stockist,Captures retail supply intent from a page a shop owner is likely to land on when checking whether the brand is already nearby.,/partners/retailer,—
10,Locator District Template,/find-boogies/[district],Dynamic Template,/find-boogies,Locator District,CMS Outlet entries filtered by district,Tier 2,Get directions,No Tasty Point near you? Become one,10.7,Trade cross-link,Routes a trade visitor to the distributorship page for the same district without duplicating its content here.,/distributorship/[state]/[district],"No cross-canonical — different intents, content must stay distinct."
10,Locator District Template,/find-boogies/[district],Dynamic Template,/find-boogies,Locator District,CMS Outlet entries filtered by district,Tier 2,Get directions,No Tasty Point near you? Become one,10.8,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
10,Locator District Template,/find-boogies/[district],Dynamic Template,/find-boogies,Locator District,CMS Outlet entries filtered by district,Tier 2,Get directions,No Tasty Point near you? Become one,10.9,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
11,Distributorship State Template,/distributorship/[state],Dynamic Template,/partners/distributor,Trade State,Manual + CMS District relations,Tier 1 (trade SEO),Check if your territory is open,Download the partner pack | WhatsApp us,11.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
11,Distributorship State Template,/distributorship/[state],Dynamic Template,/partners/distributor,Trade State,Manual + CMS District relations,Tier 1 (trade SEO),Check if your territory is open,Download the partner pack | WhatsApp us,11.2,State hero,Targets the higher-volume state-level trade query and establishes which legal entity a partner in this state contracts with before any form is touched.,/partners/distributor,Kerala routes to Icehome Foods; Tamil Nadu to Mountbell Foods.
11,Distributorship State Template,/distributorship/[state],Dynamic Template,/partners/distributor,Trade State,Manual + CMS District relations,Tier 1 (trade SEO),Check if your territory is open,Download the partner pack | WhatsApp us,11.3,Territory status overview,"Shows allocated versus open areas at state level, which is the question a prospect is actually searching with and which no competitor answers anywhere.",/distributorship/[state]/[district] x8,Depends on client supplying territory data. Structure ships even if figures do not.
11,Distributorship State Template,/distributorship/[state],Dynamic Template,/partners/distributor,Trade State,Manual + CMS District relations,Tier 1 (trade SEO),Check if your territory is open,Download the partner pack | WhatsApp us,11.4,"Why this state, now","Localises the opportunity argument — corridor logistics, existing footprint, and what remains unserved.",/partners/distributor/evidence,—
11,Distributorship State Template,/distributorship/[state],Dynamic Template,/partners/distributor,Trade State,Manual + CMS District relations,Tier 1 (trade SEO),Check if your territory is open,Download the partner pack | WhatsApp us,11.5,District index,"Crawlable links into every district page, distributing equity across the trade layer.",/distributorship/[state]/[district] x8,—
11,Distributorship State Template,/distributorship/[state],Dynamic Template,/partners/distributor,Trade State,Manual + CMS District relations,Tier 1 (trade SEO),Check if your territory is open,Download the partner pack | WhatsApp us,11.6,Territory check CTA,"Primary conversion, placed after the territory argument rather than before it.",/partners/distributor/territory,Step 1 form.
11,Distributorship State Template,/distributorship/[state],Dynamic Template,/partners/distributor,Trade State,Manual + CMS District relations,Tier 1 (trade SEO),Check if your territory is open,Download the partner pack | WhatsApp us,11.7,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
11,Distributorship State Template,/distributorship/[state],Dynamic Template,/partners/distributor,Trade State,Manual + CMS District relations,Tier 1 (trade SEO),Check if your territory is open,Download the partner pack | WhatsApp us,11.8,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
12,Distributorship District Template,/distributorship/[state]/[district],Dynamic Template,/distributorship/[state],Trade District,Manual + CMS District entry,Tier 1 (trade SEO),Check if your territory is open,Book a plant visit | Download the partner pack,12.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
12,Distributorship District Template,/distributorship/[state]/[district],Dynamic Template,/distributorship/[state],Trade District,Manual + CMS District entry,Tier 1 (trade SEO),Check if your territory is open,Book a plant visit | Download the partner pack,12.2,Breadcrumb,Path back to state and to the distributor section.,/partners/distributor | /distributorship/[state],Schema: BreadcrumbList.
12,Distributorship District Template,/distributorship/[state]/[district],Dynamic Template,/distributorship/[state],Trade District,Manual + CMS District entry,Tier 1 (trade SEO),Check if your territory is open,Book a plant visit | Download the partner pack,12.3,District hero with territory status,Answers the exact query the prospect typed and states plainly whether the territory is open — the single thing the entire category refuses to publish.,—,"Renders 'open', 'partially allocated' or 'allocated' from CMS territory status."
12,Distributorship District Template,/distributorship/[state]/[district],Dynamic Template,/distributorship/[state],Trade District,Manual + CMS District entry,Tier 1 (trade SEO),Check if your territory is open,Book a plant visit | Download the partner pack,12.4,Sell-through evidence for this district,"Localises belief one. Outlet counts and retailer proof in his own towns, because national claims do not answer whether stock moves on his route.",/find-boogies/[district] | /partners/distributor/evidence,Real counts only. Section omitted where district data is not yet collected.
12,Distributorship District Template,/distributorship/[state]/[district],Dynamic Template,/distributorship/[state],Trade District,Manual + CMS District entry,Tier 1 (trade SEO),Check if your territory is open,Book a plant visit | Download the partner pack,12.5,The tier ladder in brief,Compresses the margin argument for a visitor who arrived here and will never see the homepage or the economics page unless linked.,/partners/distributor/economics,—
12,Distributorship District Template,/distributorship/[state]/[district],Dynamic Template,/distributorship/[state],Trade District,Manual + CMS District entry,Tier 1 (trade SEO),Check if your territory is open,Book a plant visit | Download the partner pack,12.6,Plant proximity and logistics,"States distance and delivery viability from Kannamangalam, which is the practical constraint that determines whether this territory can be served at all.",/plant | /partners/distributor/support,Corridor logic drives which districts exist.
12,Distributorship District Template,/distributorship/[state]/[district],Dynamic Template,/distributorship/[state],Trade District,Manual + CMS District entry,Tier 1 (trade SEO),Check if your territory is open,Book a plant visit | Download the partner pack,12.7,Local proof,"Retailer or distributor testimony naming this district, which is the only form of proof that survives the 'nobody is asking for it' objection.",/partners/distributor/evidence,Real named testimonials with permission. Omitted where none exist.
12,Distributorship District Template,/distributorship/[state]/[district],Dynamic Template,/distributorship/[state],Trade District,Manual + CMS District entry,Tier 1 (trade SEO),Check if your territory is open,Book a plant visit | Download the partner pack,12.8,Territory check CTA,"Primary conversion with the district pre-filled, removing the highest-friction field.",/partners/distributor/territory,District pre-populates Step 1.
12,Distributorship District Template,/distributorship/[state]/[district],Dynamic Template,/distributorship/[state],Trade District,Manual + CMS District entry,Tier 1 (trade SEO),Check if your territory is open,Book a plant visit | Download the partner pack,12.9,Adjacent districts,"Lateral discovery along the reefer corridor, mirroring how the footprint actually grew.",/distributorship/[state]/[district] x3,"Corridor adjacency, not alphabetical."
12,Distributorship District Template,/distributorship/[state]/[district],Dynamic Template,/distributorship/[state],Trade District,Manual + CMS District entry,Tier 1 (trade SEO),Check if your territory is open,Book a plant visit | Download the partner pack,12.10,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
12,Distributorship District Template,/distributorship/[state]/[district],Dynamic Template,/distributorship/[state],Trade District,Manual + CMS District entry,Tier 1 (trade SEO),Check if your territory is open,Book a plant visit | Download the partner pack,12.11,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
13,Partner With Us — Router,/partners,Static,/,Router,Manual,Tier 1,Partner with Boogies,WhatsApp us | Download the partner pack,13.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
13,Partner With Us — Router,/partners,Static,/,Router,Manual,Tier 1,Partner with Boogies,WhatsApp us | Download the partner pack,13.2,Router hero,"Sorts five commercial audiences in one question, so nobody reads a page written for somebody else. Three audiences cannot share one form or one page.",—,Mirrors the five-option interest field in the enquiry form.
13,Partner With Us — Router,/partners,Static,/,Router,Manual,Tier 1,Partner with Boogies,WhatsApp us | Download the partner pack,13.3,Five journey cards,"Each card states who it is for and what the commitment looks like, so self-selection happens before the form rather than during a wasted sales call.",/partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events,Distributor weighted first — it is the site's primary commercial goal.
13,Partner With Us — Router,/partners,Static,/,Router,Manual,Tier 1,Partner with Boogies,WhatsApp us | Download the partner pack,13.4,The ladder,"Makes the graduated entry route explicit — retailer, then van operator, then territory — so a prospect who cannot meet the distributor filter is routed rather than rejected.",/partners/van-route | /partners/retailer,Depends on client confirming the van line is active and supportable.
13,Partner With Us — Router,/partners,Static,/,Router,Manual,Tier 1,Partner with Boogies,WhatsApp us | Download the partner pack,13.5,Response commitment,"Publishes the 24-hour contact promise, matching the only competitor in the category that makes one and underwriting it with automation rather than intention.",—,Underwritten by instant WhatsApp acknowledgement and 4-hour escalation.
13,Partner With Us — Router,/partners,Static,/,Router,Manual,Tier 1,Partner with Boogies,WhatsApp us | Download the partner pack,13.6,Direct contact block,"Visible email, phone and WhatsApp for the archetype who will not use a form at all.",/contact,One of nine sitewide surfaces carrying the visible partner email.
13,Partner With Us — Router,/partners,Static,/,Router,Manual,Tier 1,Partner with Boogies,WhatsApp us | Download the partner pack,13.7,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
13,Partner With Us — Router,/partners,Static,/,Router,Manual,Tier 1,Partner with Boogies,WhatsApp us | Download the partner pack,13.8,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
14,Become a Distributor,/partners/distributor,Static,/partners,Custom build,Manual,Tier 1,Check if your territory is open,Book a plant visit | Download the partner pack,14.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
14,Become a Distributor,/partners/distributor,Static,/partners,Custom build,Manual,Tier 1,Check if your territory is open,Book a plant visit | Download the partner pack,14.2,Hero — the prospect's situation,"Opens on his position, not on the brand. The category's best distributor page opens with brand voice on a trade page; this one names the idle freezer and the open territory.",/partners/distributor/territory,Never opens with company history.
14,Become a Distributor,/partners/distributor,Static,/partners,Custom build,Manual,Tier 1,Check if your territory is open,Book a plant visit | Download the partner pack,14.3,The honest trade-off,"States plainly what Boogies does not have — consumer pull, national scale — before claiming anything, because a distributor who has been oversold before trusts the comparison that concedes.",/partners/distributor/economics,Never name a competitor. Use the category as an unnamed benchmark.
14,Become a Distributor,/partners/distributor,Static,/partners,Custom build,Manual,Tier 1,Check if your territory is open,Book a plant visit | Download the partner pack,14.4,Evidence block,"Belief one, placed before any commercial term. A prospect who does not believe the product sells never reaches the margin question, so sequencing is structural here.",/partners/distributor/evidence,Hard sequencing rule: evidence precedes economics.
14,Become a Distributor,/partners/distributor,Static,/partners,Custom build,Manual,Tier 1,Check if your territory is open,Book a plant visit | Download the partner pack,14.5,The five answers,"Summarises what the section publishes — evidence, economics, territory, support, process — which is more than any competitor answers anywhere in the category.",/partners/distributor/evidence | /partners/distributor/economics | /partners/distributor/territory | /partners/distributor/support | /partners/distributor/process,—
14,Become a Distributor,/partners/distributor,Static,/partners,Custom build,Manual,Tier 1,Check if your territory is open,Book a plant visit | Download the partner pack,14.6,"Qualification, stated openly","Publishes what Boogies is looking for, so a mismatched prospect self-selects out and a well-matched one recognises himself.",/partners/van-route,"Routes rather than rejects: capital or route-book gaps go to the van tier, not out the door."
14,Become a Distributor,/partners/distributor,Static,/partners,Custom build,Manual,Tier 1,Check if your territory is open,Book a plant visit | Download the partner pack,14.7,Plant invitation,"The verification close, available at every stage rather than held to the end.",/plant/visit,—
14,Become a Distributor,/partners/distributor,Static,/partners,Custom build,Manual,Tier 1,Check if your territory is open,Book a plant visit | Download the partner pack,14.8,Territory check CTA,Primary conversion.,/partners/distributor/territory,Step 1 form: 7 fields.
14,Become a Distributor,/partners/distributor,Static,/partners,Custom build,Manual,Tier 1,Check if your territory is open,Book a plant visit | Download the partner pack,14.9,Direct contact,Visible email and WhatsApp for the relationship-driven archetype.,/contact,Visible email surface.
14,Become a Distributor,/partners/distributor,Static,/partners,Custom build,Manual,Tier 1,Check if your territory is open,Book a plant visit | Download the partner pack,14.10,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
14,Become a Distributor,/partners/distributor,Static,/partners,Custom build,Manual,Tier 1,Check if your territory is open,Book a plant visit | Download the partner pack,14.11,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
15,The Evidence,/partners/distributor/evidence,Static,/partners/distributor,Custom build,Client order book + CMS Outlet data + testimonials,Tier 1,Check if your territory is open,Book a plant visit,15.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
15,The Evidence,/partners/distributor/evidence,Static,/partners/distributor,Custom build,Client order book + CMS Outlet data + testimonials,Tier 1,Check if your territory is open,Book a plant visit,15.2,Breadcrumb,Path back to the distributor section.,/partners/distributor,—
15,The Evidence,/partners/distributor/evidence,Static,/partners/distributor,Custom build,Client order book + CMS Outlet data + testimonials,Tier 1,Check if your territory is open,Book a plant visit,15.3,"Sell-through, by town",The highest-priority asset in the entire project and the one that does not currently exist. Answers the fear underneath every other question: will the stock move.,/find-boogies/[district],Requires order-book access. Real figures only — the block is OMITTED rather than estimated if data is unavailable.
15,The Evidence,/partners/distributor/evidence,Static,/partners/distributor,Custom build,Client order book + CMS Outlet data + testimonials,Tier 1,Check if your territory is open,Book a plant visit,15.4,Third-party verification,"Public ratings and review volume that Boogies did not author, which is why they outperform anything the company says about itself.",external: Google Business Profile | /plant,Curated quotes with attribution plus verified rating and count. No live API scrape.
15,The Evidence,/partners/distributor/evidence,Static,/partners/distributor,Custom build,Client order book + CMS Outlet data + testimonials,Tier 1,Check if your territory is open,Book a plant visit,15.5,Retailer testimony,Named shopkeepers in named towns. The 'nobody is asking for it' objection cannot be answered with adjectives and attempting it damages credibility.,/find-boogies/[district],"Real named retailers with permission, ideally on video."
15,The Evidence,/partners/distributor/evidence,Static,/partners/distributor,Custom build,Client order book + CMS Outlet data + testimonials,Tier 1,Check if your territory is open,Book a plant visit,15.6,Repeat demand without advertising,Reframes the no-advertising history as evidence of genuine repeat demand rather than campaign-driven trial — and therefore as the reason territory remains available.,/partners/distributor/territory,The reframe must always carry supporting evidence.
15,The Evidence,/partners/distributor/evidence,Static,/partners/distributor,Custom build,Client order book + CMS Outlet data + testimonials,Tier 1,Check if your territory is open,Book a plant visit,15.7,Format performance,"Shows which tiers move in which channel, so a distributor can model his own route rather than guess.",/products/[tier] | /partners/distributor/economics,Client-supplied. Omit if absent.
15,The Evidence,/partners/distributor/evidence,Static,/partners/distributor,Custom build,Client order book + CMS Outlet data + testimonials,Tier 1,Check if your territory is open,Book a plant visit,15.8,Next step,Moves the believer forward to the economics page in the correct belief order.,/partners/distributor/economics,Editorial link outranks CTA here by design.
15,The Evidence,/partners/distributor/evidence,Static,/partners/distributor,Custom build,Client order book + CMS Outlet data + testimonials,Tier 1,Check if your territory is open,Book a plant visit,15.9,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
15,The Evidence,/partners/distributor/evidence,Static,/partners/distributor,Custom build,Client order book + CMS Outlet data + testimonials,Tier 1,Check if your territory is open,Book a plant visit,15.10,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
16,The Economics,/partners/distributor/economics,Static,/partners/distributor,Custom build,Client commercial policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,Download the partner pack | WhatsApp us,16.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
16,The Economics,/partners/distributor/economics,Static,/partners/distributor,Custom build,Client commercial policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,Download the partner pack | WhatsApp us,16.2,Breadcrumb,Path back to the distributor section.,/partners/distributor,—
16,The Economics,/partners/distributor/economics,Static,/partners/distributor,Custom build,Client commercial policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,Download the partner pack | WhatsApp us,16.3,Evidence recap,"Re-states belief one in one block, because a visitor arriving here from search has not passed through the evidence page and must not reach terms first.",/partners/distributor/evidence,Enforces the sequencing rule for direct entries.
16,The Economics,/partners/distributor/economics,Static,/partners/distributor,Custom build,Client commercial policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,Download the partner pack | WhatsApp us,16.4,The tier ladder,"Shows the published price spread and what it means: higher absolute value per unit means higher absolute margin per unit moved, which is the number distributors calculate.",/products/bulk-party-packs,Uses the published price ladder. [CONFIRM] whether the list remains public.
16,The Economics,/partners/distributor/economics,Static,/partners/distributor,Custom build,Client commercial policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,Download the partner pack | WhatsApp us,16.5,Margin structure,The single highest-value block on the site. Publishing a margin position would place Boogies alone in the category. Ships as structure-without-numbers if the client will not publish figures.,/partners/distributor/support,BLOCKED on client decision. Fallback: state that margin is set by format tier and that the premium range carries materially higher absolute margin — without figures.
16,The Economics,/partners/distributor/economics,Static,/partners/distributor,Custom build,Client commercial policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,Download the partner pack | WhatsApp us,16.6,Worked example,"Turns percentage thinking into arithmetic — same van, same route, same driver, different value per unit.",/products/[tier]/[sku],Illustrative structure only. No fabricated earnings figures.
16,The Economics,/partners/distributor/economics,Static,/partners/distributor,Custom build,Client commercial policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,Download the partner pack | WhatsApp us,16.7,What you do not pay,"States the absence of franchise fees, royalties and marketing levies, which is the strongest arithmetic available against the national franchise alternatives.",/partners/franchise,[CONFIRM] internally that Boogies charges neither.
16,The Economics,/partners/distributor/economics,Static,/partners/distributor,Custom build,Client commercial policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,Download the partner pack | WhatsApp us,16.8,Exclusive line as margin protection,"Positions the restricted range as protection against the shop next door undercutting the partner, rather than as a product story.",/boogie-woogie,—
16,The Economics,/partners/distributor/economics,Static,/partners/distributor,Custom build,Client commercial policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,Download the partner pack | WhatsApp us,16.9,Territory check CTA,Primary conversion at the point of highest commercial interest.,/partners/distributor/territory,—
16,The Economics,/partners/distributor/economics,Static,/partners/distributor,Custom build,Client commercial policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,Download the partner pack | WhatsApp us,16.10,Pinned WhatsApp + Call,Floating conversion path for the archetype who will not complete a form. Pre-filled with page context so the sales conversation opens already qualified rather than at zero.,wa.me deep link | tel: link,WhatsApp Business API. Page context injected into the pre-filled message.
16,The Economics,/partners/distributor/economics,Static,/partners/distributor,Custom build,Client commercial policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,Download the partner pack | WhatsApp us,16.11,Footer,"Standard 4-column footer: Explore | Products | Partner With Us | Contact & Legal. The visible partner email lives in column four and is one of nine sitewide surfaces carrying it, because the relationship-driven distributor archetype bypasses forms and looks for a person.",/ | /company | /plant | /find-boogies | /resources | /products/[tier] x6 | /partners/distributor | /partners/retailer | /partners/van-route | /partners/franchise | /partners/bulk-events | /contact | /privacy | /terms,"Locked template. partners@boogies.in [CONFIRM]. Both entity addresses shown (Icehome Foods, Kerala; Mountbell Foods, Tamil Nadu). Single phone number sitewide — current estate publishes two different numbers."
17,Territory,/partners/distributor/territory,Static,/partners/distributor,Form page + map,Client territory policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,WhatsApp us | Book a plant visit,17.1,Sticky Header,"Persistent navigation carrying six slots plus the five-way partner dropdown, so the primary commercial journey is visible at nav level on every page without consuming its own slot.",/ | /products | /plant | /find-boogies | /partners (dropdown x5) | /company | /contact,Distributor listed first and visually weighted in the dropdown.
17,Territory,/partners/distributor/territory,Static,/partners/distributor,Form page + map,Client territory policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,WhatsApp us | Book a plant visit,17.2,Breadcrumb,Path back to the distributor section.,/partners/distributor,—
17,Territory,/partners/distributor/territory,Static,/partners/distributor,Form page + map,Client territory policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,WhatsApp us | Book a plant visit,17.3,Territory hero,"Carries the site's primary CTA at its natural home. The question the prospect most wants answered is one Boogies answers, reversing the category norm of asking him to disclose first.",—,—
17,Territory,/partners/distributor/territory,Static,/partners/distributor,Form page + map,Client territory policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,WhatsApp us | Book a plant visit,17.4,Open versus allocated map,"Visualises where opportunity actually exists, which is the practical form of the territory answer and something no competitor publishes.",/distributorship/[state]/[district],BLOCKED on client territory data. Structure ships; status values populate later.
17,Territory,/partners/distributor/territory,Static,/partners/distributor,Form page + map,Client territory policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,WhatsApp us | Book a plant visit,17.5,Exclusivity policy,Answers the objection that kills deals silently — what stops a second distributor appearing once the town is built. There is no rhetorical answer to this one.,/partners/distributor/support,"BLOCKED on client commercial policy. Fallback: state that territories are allocated exclusively, without publishing the terms."
17,Territory,/partners/distributor/territory,Static,/partners/distributor,Form page + map,Client territory policy [BLOCKED — pending client decision],Tier 1,Check if your territory is open,WhatsApp us | Book a plant visit,17.6,Channel policy,"States the position on selling direct through quick-commerce platforms. The category leader already runs its own rapid delivery, so this is a live objection rather than a hypothetical one.",/partners/distributor/support,Requires a client decision before launch.
